ID,length,imagepath-length,width,imagepath-width,label,L-length,T-length,A-length,E-length,L-width,T-width,A-width,E-width
1145,59.908,200620_060109_0000000055_CAM2_OK.bmp,48.551,200620_060116_0000000056_CAM2_OK.bmp,M,1.069723379,0.802099541,0.069723379,0.246728054,1.076761331,0.806443357,0.076761331,0.240012695
1146,60.378,200620_060130_0000000057_CAM2_OK.bmp,49.169,200620_060136_0000000058_CAM2_OK.bmp,M,1.123919398,0.797108322,0.123919398,0.254534638,1.134204009,0.803962156,0.134204009,0.243839642
1151,63.114,200620_060159_0000000059_CAM2_OK.bmp,48.263,200620_060204_0000000060_CAM2_OK.bmp,M,1.133556292,0.763987986,0.133556292,0.308921107,1.161823433,0.770138508,0.161823433,0.298467729
1152,63.163,200620_060226_0000000061_CAM2_OK.bmp,46.534,200620_060232_0000000062_CAM2_OK.bmp,Not fertile,1.060113685,0.732904739,0.060113685,0.364433802,1.053755769,0.736134788,0.053755769,0.358446873
1153,64.082,200620_060242_0000000063_CAM2_OK.bmp,47.717,200620_060247_0000000064_CAM2_OK.bmp,M,1.080557671,0.740647374,0.080557671,0.350170183,1.079361462,0.74325997,0.079361462,0.345424267
1154,61.783,200620_060305_0000000065_CAM2_OK.bmp,47.022,200620_060308_0000000066_CAM2_OK.bmp,M,1.100348432,0.750968536,0.100348432,0.331613712,1.104166758,0.757924655,0.104166758,0.319392361
1155,60.379,200620_060325_0000000067_CAM2_OK.bmp,49.004,200620_060329_0000000068_CAM2_OK.bmp,M,1.126718676,0.762373085,0.126718676,0.311693735,1.112075603,0.769530776,0.112075603,0.299493187
1156,68.884,200620_060348_0000000069_CAM2_OK.bmp,47.944,200620_060357_0000000070_CAM2_OK.bmp,F,1.090411942,0.683935515,0.090411942,0.462126148,1.090199461,0.688228481,0.090199461,0.453005837
1161,66.115,200620_060519_0000000071_CAM2_OK.bmp,49.543,200620_060529_0000000072_CAM2_OK.bmp,M,1.112613197,0.721019763,0.112613197,0.386924535,1.087060364,0.726052959,0.087060364,0.377309999
1162,65.577,200620_060553_0000000073_CAM2_OK.bmp,48.293,200620_060600_0000000074_CAM2_OK.bmp,M,1.096213085,0.729060428,0.096213085,0.371628416,1.068634107,0.735370829,0.068634107,0.35985813
1163,63.406,200620_060615_0000000075_CAM2_OK.bmp,48.752,200620_060620_0000000076_CAM2_OK.bmp,No result,1.06539457,0.753846471,0.06539457,0.326530053,1.039845129,0.763209124,0.039845129,0.310256873
1164,60.564,200620_060640_0000000077_CAM2_OK.bmp,46.617,200620_060652_0000000078_CAM2_OK.bmp,F,1.101690439,0.743251915,0.101690439,0.345438847,1.116297429,0.745344031,0.116297429,0.341662318
1165,63.528,200620_060709_0000000079_CAM2_OK.bmp,49.202,200620_060717_0000000080_CAM2_OK.bmp,M,1.084820249,0.76749948,0.084820249,0.302932478,1.087224174,0.772328351,0.087224174,0.294786083
1166,63.658,200620_060730_0000000081_CAM2_OK.bmp,47.376,200620_060736_0000000082_CAM2_OK.bmp,No result,1.04765463,0.739956539,0.04765463,0.351430722,1.052104195,0.743865626,0.052104195,0.344328822
1211,61.951,200620_060820_0000000083_CAM2_OK.bmp,47.755,200620_060844_0000000084_CAM2_OK.bmp,F,1.096957228,0.740383519,0.096957228,0.350651351,1.099685164,0.745340717,0.099685164,0.341668282
1212,65.133,200620_060857_0000000085_CAM2_OK.bmp,45.943,200620_060905_0000000086_CAM2_OK.bmp,M,1.131042187,0.718744508,0.131042187,0.391314978,1.123189227,0.724247092,0.123189227,0.380744238
1213,63.472,200620_060925_0000000087_CAM2_OK.bmp,43.612,200620_060930_0000000088_CAM2_OK.bmp,M,1.111673702,0.731906973,0.111673702,0.366293855,1.094456473,0.739071783,0.094456473,0.353048543
1214,65.122,200620_060959_0000000089_CAM2_OK.bmp,48.377,200620_061005_0000000090_CAM2_OK.bmp,F,1.017570402,0.734086818,0.017570402,0.362236693,1.0349588,0.736815627,0.0349588,0.357191627
1215,60.515,200620_061026_0000000091_CAM2_OK.bmp,46.176,200620_061031_0000000092_CAM2_OK.bmp,F,1.062541335,0.753272741,0.062541335,0.327540405,1.052764065,0.757662233,0.052764065,0.319849343
1216,66.682,200620_061043_0000000093_CAM2_OK.bmp,48.475,200620_061048_0000000094_CAM2_OK.bmp,M,1.150708994,0.710641944,0.150708994,0.407178409,1.141660411,0.718328193,0.141660411,0.392121331
1221,63.679,200620_061106_0000000095_CAM2_OK.bmp,47.711,200620_061116_0000000096_CAM2_OK.bmp,M,1.09106119,0.741847713,0.09106119,0.347985554,1.071895935,0.747837982,0.071895935,0.337188032
1222,66.008,200620_061125_0000000097_CAM2_OK.bmp,49.381,200620_061129_0000000098_CAM2_OK.bmp,M,1.077376011,0.738073178,0.077376011,0.354879204,1.071126536,0.74154815,0.071126536,0.348530099
1223,64.585,200620_061140_0000000099_CAM2_OK.bmp,48.055,200620_061146_0000000100_CAM2_OK.bmp,M,1.079055399,0.759333063,0.079055399,0.316945158,1.091732979,0.757965091,0.091732979,0.319321974
1224,63.498,200620_061206_0000000101_CAM2_OK.bmp,46.35,200620_061229_0000000102_CAM2_OK.bmp,F,1.085067667,0.718871944,0.085067667,0.391068337,1.070710723,0.726403055,0.070710723,0.376646193
1225,65.414,200620_061242_0000000103_CAM2_OK.bmp,48.116,200620_061254_0000000104_CAM2_OK.bmp,M,1.173547307,0.721527141,0.173547307,0.38594925,1.154520031,0.723004985,0.154520031,0.383116328
1226,67.886,200620_061309_0000000105_CAM2_OK.bmp,50.435,200620_061314_0000000106_CAM2_OK.bmp,F,1.127430474,0.734156834,0.127430474,0.362106778,1.124115293,0.742184386,0.124115293,0.347374074
1231,64.876,200620_061332_0000000107_CAM2_OK.bmp,47.959,200620_061337_0000000108_CAM2_OK.bmp,F,1.130055349,0.724238957,0.130055349,0.380759748,1.102771467,0.730466443,0.102771467,0.36898828
1232,64.994,200620_061349_0000000109_CAM2_OK.bmp,47.375,200620_061353_0000000110_CAM2_OK.bmp,M,1.082534794,0.750528463,0.082534794,0.332394505,1.074445467,0.759003243,0.074445467,0.317517427
1233,63.969,200620_061407_0000000111_CAM2_OK.bmp,48.605,200620_061411_0000000112_CAM2_OK.bmp,M,1.117249774,0.748232623,0.117249774,0.336482759,1.126744288,0.75371292,0.126744288,0.326765103
1234,63.708,200620_061431_0000000113_CAM2_OK.bmp,48.352,200620_061441_0000000114_CAM2_OK.bmp,F,1.083309269,0.730349392,0.083309269,0.369207684,1.103475658,0.736187605,0.103475658,0.358349412
1235,62.869,200620_061459_0000000115_CAM2_OK.bmp,48.435,200620_061503_0000000116_CAM2_OK.bmp,M,1.089697789,0.755811309,0.089697789,0.323081552,1.072719696,0.763146351,0.072719696,0.310364649
1236,62.306,200620_061522_0000000117_CAM2_OK.bmp,48.948,200620_061527_0000000118_CAM2_OK.bmp,M,1.090220909,0.774611147,0.090220909,0.29097032,1.109566741,0.779011142,0.109566741,0.283678687
1241,63.816,200620_061551_0000000119_CAM2_OK.bmp,49.011,200620_061555_0000000120_CAM2_OK.bmp,M,1.081247466,0.763034411,0.081247466,0.310556884,1.081753933,0.767040082,0.081753933,0.303712835
1242,62.804,200620_061605_0000000121_CAM2_OK.bmp,47.631,200620_061616_0000000122_CAM2_OK.bmp,M,1.066633533,0.750581065,0.066633533,0.332301128,1.06491155,0.753650867,0.06491155,0.326874345
1243,62.77,200620_061634_0000000123_CAM2_OK.bmp,48.916,200620_061639_0000000124_CAM2_OK.bmp,F,1.07996292,0.75233684,0.07996292,0.329191856,1.059667823,0.756741559,0.059667823,0.32145511
1244,65.329,200620_061659_0000000125_CAM2_OK.bmp,47.395,200620_061703_0000000126_CAM2_OK.bmp,F,1.095911616,0.743017187,0.095911616,0.345863887,1.087516339,0.750014016,0.087516339,0.333308417
1245,65.34,200620_061720_0000000127_CAM2_OK.bmp,47.516,200620_061726_0000000128_CAM2_OK.bmp,M,1.078600196,0.708638593,0.078600196,0.411156561,1.076758401,0.714236518,0.076758401,0.400096431
1246,58.802,200620_061738_0000000129_CAM2_OK.bmp,47.971,200620_061748_0000000130_CAM2_OK.bmp,M,1.111593648,0.76339016,0.111593648,0.309946148,1.081437997,0.77169089,0.081437997,0.295855651
1251,65.356,200620_061921_0000000131_CAM2_OK.bmp,46.97,200620_061926_0000000132_CAM2_OK.bmp,F,1.100905055,0.711340345,0.100905055,0.405796827,1.083214962,0.716710561,0.083214962,0.395263381
1252,64.35,200620_061938_0000000133_CAM2_OK.bmp,49.253,200620_061945_0000000134_CAM2_OK.bmp,M,1.120633699,0.756598014,0.120633699,0.321705822,1.146536688,0.758255197,0.146536688,0.318817206
1253,66.266,200620_062008_0000000135_CAM2_OK.bmp,47.381,200620_062014_0000000136_CAM2_OK.bmp,Not fertile,1.111469985,0.734386646,0.111469985,0.361680533,1.108391197,0.738588449,0.108391197,0.353933983
1254,65.256,200620_062036_0000000137_CAM2_OK.bmp,50.529,200620_062043_0000000138_CAM2_OK.bmp,M,1.084828154,0.757022227,0.084828154,0.320965177,1.073188555,0.762435978,0.073188555,0.311585534
1255,63.714,200620_062059_0000000139_CAM2_OK.bmp,46.994,200620_062104_0000000140_CAM2_OK.bmp,Not fertile,1.078977712,0.726605041,0.078977712,0.376263504,1.086192912,0.731396934,0.086192912,0.36724664
1256,61.625,200620_062120_0000000141_CAM2_OK.bmp,47.613,200620_062155_0000000142_CAM2_OK.bmp,M,1.130851269,0.735744857,0.130851269,0.359166823,1.152928324,0.74560371,0.152928324,0.341195044
1261,65.417,200620_062229_0000000143_CAM2_OK.bmp,47.808,200620_062234_0000000144_CAM2_OK.bmp,M,1.090239837,0.721493697,0.090239837,0.386013494,1.088863654,0.725700024,0.088863654,0.377979836
1262,63.742,200620_062245_0000000145_CAM2_OK.bmp,45.985,200620_062252_0000000146_CAM2_OK.bmp,F,1.061835469,0.717155767,0.061835469,0.39439721,1.081479772,0.720307619,0.081479772,0.388295742
1263,64.213,200620_062304_0000000147_CAM2_OK.bmp,49.277,200620_062313_0000000148_CAM2_OK.bmp,M,1.119682326,0.731575686,0.119682326,0.366912568,1.119433117,0.73856882,0.119433117,0.353969966
1264,63.446,200620_062343_0000000149_CAM2_OK.bmp,48.155,200620_062358_0000000150_CAM2_OK.bmp,M,1.064641235,0.748466591,0.064641235,0.33606498,1.063393874,0.756473341,0.063393874,0.321923651
1265,64.769,200620_062419_0000000151_CAM2_OK.bmp,45.214,200620_062425_0000000152_CAM2_OK.bmp,F,1.093932542,0.733999837,0.093932542,0.362398124,1.099792911,0.73914766,0.099792911,0.352909648
1266,64.577,200620_062510_0000000153_CAM2_OK.bmp,48.44,200620_062516_0000000154_CAM2_OK.bmp,F,1.11414894,0.727043592,0.11414894,0.375433346,1.0943751,0.734977709,0.0943751,0.360585481
1311,61.52,200620_062556_0000000155_CAM2_OK.bmp,47.169,200620_062603_0000000156_CAM2_OK.bmp,M,1.060601311,0.743030796,0.060601311,0.345839238,1.06086221,0.745727309,0.06086221,0.340972749
1312,63.242,200620_062616_0000000157_CAM2_OK.bmp,47.818,200620_062620_0000000158_CAM2_OK.bmp,M,1.143991129,0.744280591,0.143991129,0.343579307,1.119003608,0.750640378,0.119003608,0.332195855
1313,61.374,200620_062628_0000000159_CAM2_OK.bmp,48.738,200620_062632_0000000160_CAM2_OK.bmp,M,1.127319638,0.758731656,0.127319638,0.317989031,1.132932496,0.767786247,0.132932496,0.302445836
1314,61.11,200620_062722_0000000161_CAM2_OK.bmp,46.747,200620_062729_0000000162_CAM2_OK.bmp,F,1.068086602,0.756824473,0.068086602,0.321310338,1.063119656,0.764460565,0.063119656,0.308111949
1315,61.803,200620_063014_0000000163_CAM2_OK.bmp,49.063,200620_063022_0000000164_CAM2_OK.bmp,F,1.097753943,0.750734517,0.097753943,0.332028804,1.107788371,0.76152875,0.107788371,0.31314806
1316,65.628,200620_063058_0000000165_CAM2_OK.bmp,49.238,200620_063106_0000000166_CAM2_OK.bmp,M,1.124982277,0.733549919,0.124982277,0.363233741,1.131626623,0.740481431,0.131626623,0.350472757
1321,61.755,200620_063137_0000000167_CAM2_OK.bmp,47.905,200620_063156_0000000168_CAM2_OK.bmp,F,1.04517226,0.763497971,0.04517226,0.309761175,1.043425969,0.769545332,0.043425969,0.299468606
1322,62.259,200620_063315_0000000169_CAM2_OK.bmp,49.319,200620_063534_0000000170_CAM2_OK.bmp,M,1.082115002,0.762153093,0.082115002,0.312072349,1.073764801,0.769833898,0.073764801,0.298981511
1323,62.365,200620_063629_0000000171_CAM2_OK.bmp,43.209,200620_063644_0000000172_CAM2_OK.bmp,M,1.089485706,0.737167451,0.089485706,0.356543889,1.073270766,0.74136155,0.073270766,0.348869522
1324,65.897,200620_063739_0000000173_CAM2_OK.bmp,48.608,200620_063749_0000000174_CAM2_OK.bmp,F,1.113657673,0.72246179,0.113657673,0.384156248,1.109994163,0.729171282,0.109994163,0.371419891
1325,61.604,200620_063834_0000000175_CAM2_OK.bmp,47.604,200620_063847_0000000176_CAM2_OK.bmp,F,1.074266273,0.745826149,0.074266273,0.340795039,1.076837416,0.750272871,0.076837416,0.332848406
1326,65.14,200620_063928_0000000177_CAM2_OK.bmp,48.654,200620_063937_0000000178_CAM2_OK.bmp,M,1.105084965,0.738930762,0.105084965,0.353306767,1.09359578,0.743513517,0.09359578,0.344965462
1331,63.891,200620_064027_0000000179_CAM2_OK.bmp,47.64,200620_064035_0000000180_CAM2_OK.bmp,M,1.078847597,0.7362211,0.078847597,0.358287612,1.063361728,0.741078691,0.063361728,0.349384367
1332,63.978,200620_064131_0000000181_CAM2_OK.bmp,46.253,200620_064138_0000000182_CAM2_OK.bmp,M,1.095352075,0.737906964,0.095352075,0.355184391,1.099728532,0.748060255,0.099728532,0.336790712
1333,63.324,200620_064223_0000000183_CAM2_OK.bmp,43.346,200620_064232_0000000184_CAM2_OK.bmp,F,1.115795198,0.725951203,0.115795198,0.377503056,1.107055503,0.729999311,0.107055503,0.369864307
1334,63.619,200620_064314_0000000185_CAM2_OK.bmp,48.652,200620_064320_0000000186_CAM2_OK.bmp,Not fertile,1.09441025,0.745733453,0.09441025,0.340961702,1.104778185,0.748798306,0.104778185,0.335473106
1335,64.615,200620_064358_0000000187_CAM2_OK.bmp,49.711,200620_064402_0000000188_CAM2_OK.bmp,M,1.091002746,0.758505127,0.091002746,0.318382651,1.094494148,0.763071557,0.094494148,0.310493087
1336,61.062,200624_052056_0000000007_CAM2_OK.bmp,46.225,200624_052100_0000000008_CAM2_OK.bmp,F,1.097476571,0.746876158,0.097476571,0.338910059,1.080983489,0.750797371,0.080983489,0.331917291
1341,62.179,200624_052133_0000000009_CAM2_OK.bmp,49.157,200624_052139_0000000010_CAM2_OK.bmp,Not fertile,1.116263616,0.784833692,0.116263616,0.27415529,1.071156278,0.788043241,0.071156278,0.2689659
1342,60.913,200624_052226_0000000011_CAM2_OK.bmp,48.137,200624_052241_0000000012_CAM2_OK.bmp,M,1.090640347,0.779865198,0.090640347,0.282272888,1.083371309,0.784487674,0.083371309,0.274717288
1343,65.672,200624_052321_0000000013_CAM2_OK.bmp,48.648,200624_052330_0000000014_CAM2_OK.bmp,M,1.087960881,0.733327147,0.087960881,0.363647867,1.097969753,0.735307906,0.097969753,0.359974497
1344,61.867,200624_052406_0000000015_CAM2_OK.bmp,47.397,200624_052413_0000000016_CAM2_OK.bmp,M,1.178065534,0.760852131,0.178065534,0.314315831,1.130711617,0.760287383,0.130711617,0.315292115
1345,59.035,200624_052443_0000000017_CAM2_OK.bmp,46.399,200624_052449_0000000018_CAM2_OK.bmp,F,1.090041961,0.774120978,0.090041961,0.291787754,1.067686292,0.77912531,0.067686292,0.283490584
1346,62.108,200624_052526_0000000019_CAM2_OK.bmp,45.371,200624_052534_0000000020_CAM2_OK.bmp,M,1.100306699,0.758399396,0.100306699,0.318566451,1.097947757,0.762213703,0.097947757,0.311968016
1351,62.401,200624_052612_0000000021_CAM2_OK.bmp,48.769,200624_052620_0000000022_CAM2_OK.bmp,F,1.098111142,0.775378015,0.098111142,0.289693519,1.083826175,0.777409358,0.083826175,0.286323595
1352,63.913,200624_052653_0000000023_CAM2_OK.bmp,48.245,200624_052659_0000000024_CAM2_OK.bmp,F,1.104940888,0.745739057,0.104940888,0.340951625,1.098620837,0.750069796,0.098620837,0.333209263
1353,65.006,200624_052727_0000000025_CAM2_OK.bmp,48.865,200624_052734_0000000026_CAM2_OK.bmp,F,1.075282171,0.747033989,0.075282171,0.338627178,1.073270048,0.750119836,0.073270048,0.333120326
1354,63.424,200624_052758_0000000027_CAM2_OK.bmp,48.331,200624_052804_0000000028_CAM2_OK.bmp,M,1.097776755,0.755125526,0.097776755,0.324283136,1.091310667,0.758737679,0.091310667,0.317978568
1355,64.397,200624_052831_0000000029_CAM2_OK.bmp,51.119,200624_052837_0000000030_CAM2_OK.bmp,M,1.053664854,0.791249625,0.053664854,0.263823664,1.135162755,0.792439968,0.135162755,0.261925244
1356,60.913,200624_052855_0000000031_CAM2_OK.bmp,47.082,200624_052902_0000000032_CAM2_OK.bmp,M,1.118198116,0.76670687,0.118198116,0.304279431,1.086949663,0.772686945,0.086949663,0.294185189
1361,62.785,200624_052945_0000000033_CAM2_OK.bmp,49.453,200624_052950_0000000034_CAM2_OK.bmp,M,1.087911813,0.779025942,0.087911813,0.2836543,1.083285817,0.77867104,0.083285817,0.284239362
1362,65.211,200624_053013_0000000035_CAM2_OK.bmp,47.464,200624_053018_0000000036_CAM2_OK.bmp,M,1.123162899,0.726099314,0.123162899,0.377222069,1.101172751,0.729802063,0.101172751,0.370234548
1363,62.559,200624_053046_0000000037_CAM2_OK.bmp,47.627,200624_053052_0000000038_CAM2_OK.bmp,F,1.098855438,0.752037261,0.098855438,0.329721348,1.117552584,0.753718027,0.117552584,0.326756114
1364,63.921,200624_053121_0000000039_CAM2_OK.bmp,46.337,200624_053126_0000000040_CAM2_OK.bmp,M,1.055232175,0.748687196,0.055232175,0.3356713,1.060161152,0.751467628,0.060161152,0.330729312
1365,60.377,200624_053209_0000000041_CAM2_OK.bmp,48.864,200624_053215_0000000042_CAM2_OK.bmp,F,1.079361304,0.785568856,0.079361304,0.272962889,1.075790917,0.788450033,0.075790917,0.26831119
1366,65.065,200624_053253_0000000043_CAM2_OK.bmp,48.953,200624_053258_0000000044_CAM2_OK.bmp,F,1.105138398,0.745749781,0.105138398,0.340932342,1.090787587,0.750652659,0.090787587,0.33217406
2111,62.225,200624_053353_0000000045_CAM2_OK.bmp,47.054,200624_053358_0000000046_CAM2_OK.bmp,M,1.111825724,0.751410368,0.111825724,0.330830719,1.097224041,0.754377529,0.097224041,0.325596219
2112,66.809,200624_053431_0000000047_CAM2_OK.bmp,49.556,200624_053437_0000000048_CAM2_OK.bmp,M,1.070313969,0.739124102,0.070313969,0.352952768,1.072045276,0.742753892,0.072045276,0.346340977
2113,65.654,200624_053500_0000000049_CAM2_OK.bmp,49.382,200624_053505_0000000050_CAM2_OK.bmp,M,1.051350795,0.749761677,0.051350795,0.333757154,1.047670663,0.753306123,0.047670663,0.327481577
2114,65.758,200624_053535_0000000051_CAM2_OK.bmp,48.881,200624_053540_0000000052_CAM2_OK.bmp,M,1.08124143,0.737674388,0.08124143,0.355611658,1.072775666,0.74126749,0.072775666,0.349040681
2115,62.857,200624_053605_0000000053_CAM2_OK.bmp,49.984,200624_053611_0000000054_CAM2_OK.bmp,M,1.072477922,0.791462229,0.072477922,0.263484173,1.081508635,0.793916489,0.081508635,0.259578323
2116,65.997,200624_053637_0000000055_CAM2_OK.bmp,48.939,200624_053643_0000000056_CAM2_OK.bmp,M,1.076977823,0.738810788,0.076977823,0.353526527,1.072556162,0.738013187,0.072556162,0.354989338
2121,62.931,200624_053738_0000000057_CAM2_OK.bmp,47.609,200624_053800_0000000058_CAM2_OK.bmp,M,1.057855591,0.75114132,0.057855591,0.331307402,1.065449821,0.755963575,0.065449821,0.322815058
2122,63.83,200624_053828_0000000059_CAM2_OK.bmp,49.545,200624_053834_0000000060_CAM2_OK.bmp,M,1.060433458,0.767090613,0.060433458,0.303626955,1.081392867,0.770213497,0.081392867,0.29834131
2123,66.769,200624_053900_0000000061_CAM2_OK.bmp,46.331,200624_053904_0000000062_CAM2_OK.bmp,M,1.09938102,0.740340159,0.09938102,0.350730456,1.089556089,0.744833605,0.089556089,0.342581743
2124,66.621,200624_053931_0000000063_CAM2_OK.bmp,48.428,200624_053940_0000000064_CAM2_OK.bmp,M,1.100320552,0.722759818,0.100320552,0.383585494,1.088675534,0.728575169,0.088675534,0.372541973
2125,63.608,200624_054039_0000000065_CAM2_OK.bmp,48.268,200624_054049_0000000066_CAM2_OK.bmp,M,1.056373169,0.754198441,0.056373169,0.325910988,1.045828476,0.760000128,0.045828476,0.315789253
2126,67.671,200624_054115_0000000067_CAM2_OK.bmp,48.316,200624_054123_0000000068_CAM2_OK.bmp,M,1.146590028,0.70514118,0.146590028,0.418155724,1.125406258,0.708448087,0.125406258,0.411536029
2131,62.452,200624_054159_0000000069_CAM2_OK.bmp,46.279,200624_054203_0000000070_CAM2_OK.bmp,F,1.091832801,0.738718545,0.091832801,0.35369554,1.091173037,0.744319525,0.091173037,0.343509026
2132,61.02,200624_054226_0000000071_CAM2_OK.bmp,45.063,200624_054231_0000000072_CAM2_OK.bmp,M,1.069126085,0.761384567,0.069126085,0.313396729,1.080225967,0.766432606,0.080225967,0.30474616
2133,60.18,200624_054250_0000000073_CAM2_OK.bmp,47.774,200624_054255_0000000074_CAM2_OK.bmp,M,1.037095325,0.786210272,0.037095325,0.271924364,1.049803372,0.790930843,0.049803372,0.264333043
2134,64.153,200624_054318_0000000075_CAM2_OK.bmp,48.063,200624_054326_0000000076_CAM2_OK.bmp,F,1.04493874,0.771662969,0.04493874,0.295902539,1.053906706,0.779119214,0.053906706,0.283500628
2135,62.745,200624_054351_0000000077_CAM2_OK.bmp,48.343,200624_054357_0000000078_CAM2_OK.bmp,Not fertile,1.116014558,0.75763221,0.116014558,0.319901644,1.123898352,0.763690467,0.123898352,0.309431037
2136,64.58,200624_054414_0000000079_CAM2_OK.bmp,48.915,200624_054419_0000000080_CAM2_OK.bmp,M,1.105917019,0.752906017,0.105917019,0.328187021,1.088973748,0.757247589,0.088973748,0.320572049
2141,65.504,200624_054453_0000000081_CAM2_OK.bmp,47.657,200624_054459_0000000082_CAM2_OK.bmp,F,1.087601452,0.714385367,0.087601452,0.399804708,1.09265836,0.716017231,0.09265836,0.396614435
2142,60.045,200624_054524_0000000083_CAM2_OK.bmp,46.978,200624_054529_0000000084_CAM2_OK.bmp,M,1.095536039,0.77377584,0.095536039,0.29236395,1.100631318,0.778612527,0.100631318,0.284335874
2143,63.122,200624_054550_0000000085_CAM2_OK.bmp,47.796,200624_054555_0000000086_CAM2_OK.bmp,M,1.062283577,0.751810322,0.062283577,0.330122733,1.054274128,0.75603283,0.054274128,0.322693884
