ID,length,imagepath-length,width,imagepath-width,label,L-length,T-length,A-length,E-length,L-width,T-width,A-width,E-width
1133,64.289,200825_061854_0000000035_CAM2_OK.bmp,49.34,200825_061901_0000000036_CAM2_OK.bmp,F,1.093286006,0.757035886,0.093286006,0.320941343,1.069603326,0.76037339,0.069603326,0.31514334
1134,63.148,200825_061919_0000000037_CAM2_OK.bmp,48.758,200825_061923_0000000038_CAM2_OK.bmp,M,1.062721189,0.76388234,0.062721189,0.309102132,1.058754093,0.764647493,0.058754093,0.307792165
1135,62.504,200825_061942_0000000039_CAM2_OK.bmp,49.319,200825_061947_0000000040_CAM2_OK.bmp,M,1.109070159,0.774963597,0.109070159,0.290383191,1.109605386,0.778472786,0.109605386,0.28456642
1136,64.313,200825_062005_0000000041_CAM2_OK.bmp,47.722,200825_062010_0000000042_CAM2_OK.bmp,F,1.10511551,0.737329149,0.10511551,0.356246395,1.101720549,0.7405015,0.101720549,0.350436157
1141,64.22,200825_062031_0000000043_CAM2_OK.bmp,47.807,200825_062038_0000000044_CAM2_OK.bmp,F,1.07047982,0.73812697,0.07047982,0.354780466,1.069358952,0.743194618,0.069358952,0.345542575
1142,63.68,200825_062056_0000000045_CAM2_OK.bmp,49.843,200825_062100_0000000046_CAM2_OK.bmp,M,1.046259877,0.772950141,0.046259877,0.293744508,1.05219798,0.776564587,0.05219798,0.287722897
1143,61.189,200825_062120_0000000047_CAM2_OK.bmp,47.859,200825_062125_0000000048_CAM2_OK.bmp,M,1.111843297,0.766747144,0.111843297,0.304210923,1.085544745,0.769002761,0.085544745,0.300385448
1144,65.319,200825_062144_0000000049_CAM2_OK.bmp,47.07,200825_062150_0000000050_CAM2_OK.bmp,non-fertile,1.148091598,0.713089874,0.148091598,0.402347777,1.142711236,0.715608435,0.142711236,0.397412259
1145,63.662,200825_062207_0000000051_CAM2_OK.bmp,47.993,200825_062211_0000000052_CAM2_OK.bmp,M,1.132329613,0.743519837,0.132329613,0.344954028,1.14338974,0.743746965,0.14338974,0.344543302
1146,63.45,200825_062229_0000000053_CAM2_OK.bmp,48.564,200825_062233_0000000054_CAM2_OK.bmp,F,1.110922039,0.754013527,0.110922039,0.326236154,1.129559165,0.756961473,0.129559165,0.321071198
1151,66.706,200825_062251_0000000055_CAM2_OK.bmp,48.955,200825_062256_0000000056_CAM2_OK.bmp,M,1.064968222,0.711243897,0.064968222,0.40598746,1.064615535,0.715338587,0.064615535,0.397939407
1152,61.377,200825_062316_0000000057_CAM2_OK.bmp,50.401,200825_062320_0000000058_CAM2_OK.bmp,non-fertile,1.081666725,0.802728822,0.081666725,0.245750709,1.076293929,0.808807234,0.076293929,0.236388547
1153,66.063,200825_062340_0000000059_CAM2_OK.bmp,50.098,200825_062344_0000000060_CAM2_OK.bmp,F,1.020225122,0.745298456,0.020225122,0.341744361,1.027350205,0.747933644,0.027350205,0.337017005
1154,67.259,200825_062401_0000000061_CAM2_OK.bmp,48.42,200825_062405_0000000062_CAM2_OK.bmp,F,1.133371951,0.712241459,0.133371951,0.404018241,1.122202181,0.713759262,0.122202181,0.401032607
1155,64.631,200825_062421_0000000063_CAM2_OK.bmp,48.93,200825_062426_0000000064_CAM2_OK.bmp,F,1.022191508,0.742375434,0.022191508,0.347027332,1.041412325,0.742723016,0.041412325,0.346396946
1156,58.905,200825_062441_0000000065_CAM2_OK.bmp,45.999,200825_062444_0000000066_CAM2_OK.bmp,M,1.092636161,0.772020701,0.092636161,0.295302055,1.078765483,0.779179818,0.078765483,0.283400798
1161,62.189,200825_062502_0000000067_CAM2_OK.bmp,47.803,200825_062506_0000000068_CAM2_OK.bmp,F,1.093344767,0.752623654,0.093344767,0.328685319,1.107374546,0.75918155,0.107374546,0.317207986
1162,64.536,200825_062527_0000000069_CAM2_OK.bmp,48.419,200825_062531_0000000070_CAM2_OK.bmp,M,1.140276668,0.732057235,0.140276668,0.36601341,1.148587916,0.736063448,0.148587916,0.358578534
1163,62.971,200825_062550_0000000071_CAM2_OK.bmp,48.107,200825_062554_0000000072_CAM2_OK.bmp,M,1.092296057,0.757287784,0.092296057,0.320501956,1.098934255,0.761141548,0.098934255,0.313816073
1164,62.089,200825_062609_0000000073_CAM2_OK.bmp,47.187,200825_062613_0000000074_CAM2_OK.bmp,F,1.145404608,0.750027006,0.145404608,0.333285324,1.136833423,0.752928819,0.136833423,0.328146798
1165,61.057,200825_062631_0000000075_CAM2_OK.bmp,48.393,200825_062636_0000000076_CAM2_OK.bmp,M,1.096387635,0.76647277,0.096387635,0.304677791,1.080925028,0.770111604,0.080925028,0.298513091
1166,61.227,200825_062655_0000000077_CAM2_OK.bmp,47.211,200825_062700_0000000078_CAM2_OK.bmp,M,1.054996872,0.758096831,0.054996872,0.319092706,1.052374257,0.762761556,0.052374257,0.311025696
1211,65.963,200825_062752_0000000079_CAM2_OK.bmp,50.2,200825_062757_0000000080_CAM2_OK.bmp,F,1.09173375,0.748824236,0.09173375,0.335426862,1.092970967,0.751065676,0.092970967,0.331441487
1212,66.562,200825_062822_0000000081_CAM2_OK.bmp,51.102,200825_062826_0000000082_CAM2_OK.bmp,M,1.068130445,0.760010809,0.068130445,0.31577076,1.076554327,0.760227908,0.076554327,0.315395015
1213,65.818,200825_062843_0000000083_CAM2_OK.bmp,48.358,200825_062848_0000000084_CAM2_OK.bmp,M,1.070869622,0.734798736,0.070869622,0.360916876,1.073307714,0.735738287,0.073307714,0.359178961
1214,65.417,200825_062905_0000000085_CAM2_OK.bmp,49.313,200825_062909_0000000086_CAM2_OK.bmp,M,1.077654521,0.744810819,0.077654521,0.342622817,1.057371988,0.747265375,0.057371988,0.338212679
1215,62.236,200825_062928_0000000087_CAM2_OK.bmp,48.611,200825_062933_0000000088_CAM2_OK.bmp,M,1.063356674,0.763507259,0.063356674,0.309745243,1.058683053,0.762245398,0.058683053,0.311913464
1216,63.82,200825_062952_0000000089_CAM2_OK.bmp,47.351,200825_062957_0000000090_CAM2_OK.bmp,non-fertile,1.125425432,0.740426034,0.125425432,0.350573798,1.135245054,0.74175605,0.135245054,0.348152131
1221,67.164,200825_063020_0000000091_CAM2_OK.bmp,49.429,200825_063025_0000000092_CAM2_OK.bmp,M,1.080369189,0.7267892,0.080369189,0.375914776,1.078765625,0.729203286,0.078765625,0.3713597
1222,64.381,200825_063044_0000000093_CAM2_OK.bmp,47.416,200825_063049_0000000094_CAM2_OK.bmp,non-fertile,1.064300146,0.731866043,0.064300146,0.366370266,1.061052694,0.734859011,0.061052694,0.36080525
1223,64.06,200825_063108_0000000095_CAM2_OK.bmp,49.562,200825_063112_0000000096_CAM2_OK.bmp,M,1.019021578,0.76124519,0.019021578,0.3136372,1.031157797,0.764873163,0.031157797,0.307406311
1224,64.637,200825_063132_0000000097_CAM2_OK.bmp,48.904,200825_063136_0000000098_CAM2_OK.bmp,M,1.088013141,0.752377457,0.088013141,0.329120099,1.09087881,0.753419835,0.09087881,0.327281223
1225,63.896,200825_063152_0000000099_CAM2_OK.bmp,47.842,200825_063157_0000000100_CAM2_OK.bmp,M,1.069025301,0.743119456,0.069025301,0.345678669,1.080599839,0.745677558,0.080599839,0.341062218
1226,64.245,200825_063214_0000000101_CAM2_OK.bmp,48.912,200825_063218_0000000102_CAM2_OK.bmp,F,1.155948879,0.741596,0.155948879,0.348443088,1.159903733,0.747268549,0.159903733,0.338206995
1231,67.089,200825_063237_0000000103_CAM2_OK.bmp,47.628,200825_063242_0000000104_CAM2_OK.bmp,non-fertile,1.151876632,0.700552024,0.151876632,0.427445736,1.146953894,0.704984956,0.146953894,0.418469984
1232,64.562,200825_063315_0000000105_CAM2_OK.bmp,47.804,200825_063319_0000000106_CAM2_OK.bmp,F,1.085667405,0.732992826,0.085667405,0.364269832,1.078606975,0.734590985,0.078606975,0.361301759
1233,69.188,200825_063335_0000000107_CAM2_OK.bmp,50.179,200825_063339_0000000108_CAM2_OK.bmp,M,1.089568099,0.713263167,0.089568099,0.402007066,1.079949056,0.718790722,0.079949056,0.391225526
1234,64.822,200825_063358_0000000109_CAM2_OK.bmp,47.435,200825_063402_0000000110_CAM2_OK.bmp,M,1.089031168,0.71932734,0.089031168,0.390187672,1.08781495,0.721517626,0.08781495,0.385967527
1235,63.74,200825_063418_0000000111_CAM2_OK.bmp,49.052,200825_063422_0000000112_CAM2_OK.bmp,F,1.062391545,0.748619365,0.062391545,0.335792323,1.061057279,0.750462882,0.061057279,0.33251094
1236,64.452,200825_063439_0000000113_CAM2_OK.bmp,47.4,200825_063444_0000000114_CAM2_OK.bmp,F,1.153647186,0.716583249,0.153647186,0.395511271,1.15470702,0.72069511,0.15470702,0.387549307
1241,66.854,200825_063508_0000000115_CAM2_OK.bmp,49.039,200825_063517_0000000116_CAM2_OK.bmp,non-fertile,1.119644747,0.719402529,0.119644747,0.390042375,1.107722442,0.729736695,0.107722442,0.370357291
1242,64.376,200825_063534_0000000117_CAM2_OK.bmp,47.956,200825_063539_0000000118_CAM2_OK.bmp,M,1.059779119,0.739366462,0.059779119,0.352509278,1.056830129,0.740567371,0.056830129,0.35031604
1243,62.836,200825_063606_0000000119_CAM2_OK.bmp,46.855,200825_063611_0000000120_CAM2_OK.bmp,M,1.105304821,0.737181237,0.105304821,0.356518519,1.096023716,0.739297384,0.096023716,0.352635653
1244,65.169,200825_063628_0000000121_CAM2_OK.bmp,48.575,200825_063634_0000000122_CAM2_OK.bmp,M,1.093872674,0.724700776,0.093872674,0.379879854,1.078298344,0.732524132,0.078298344,0.365142739
1245,59.433,200825_063651_0000000123_CAM2_OK.bmp,45.617,200825_063655_0000000124_CAM2_OK.bmp,F,1.127311645,0.757482353,0.127311645,0.320162769,1.125606044,0.763248809,0.125606044,0.310188745
1246,63.267,200825_063727_0000000125_CAM2_OK.bmp,48.012,200825_063734_0000000126_CAM2_OK.bmp,M,1.045789827,0.752040114,0.045789827,0.329716303,1.047089527,0.756435053,0.047089527,0.321990561
1251,62.119,200825_063750_0000000127_CAM2_OK.bmp,47.099,200825_063802_0000000128_CAM2_OK.bmp,M,1.151236866,0.745143112,0.151236866,0.34202408,1.147032035,0.749765729,0.147032035,0.333749945
1252,62.976,200825_063819_0000000129_CAM2_OK.bmp,47.58,200825_063823_0000000130_CAM2_OK.bmp,M,1.093093031,0.761117036,0.093093031,0.313858386,1.094725081,0.764221418,0.094725081,0.308521296
1253,63.411,200825_063844_0000000131_CAM2_OK.bmp,49.04,200825_063851_0000000132_CAM2_OK.bmp,M,1.099848203,0.761463107,0.099848203,0.313261261,1.078469304,0.763692306,0.078469304,0.309427883
1254,63.029,200825_063910_0000000133_CAM2_OK.bmp,46.755,200825_063913_0000000134_CAM2_OK.bmp,M,1.043341216,0.736822318,0.043341216,0.357179303,1.054845668,0.740218474,0.054845668,0.350952503
1255,64.826,200825_063930_0000000135_CAM2_OK.bmp,47.323,200825_063933_0000000136_CAM2_OK.bmp,M,1.11825194,0.723601841,0.11825194,0.381975477,1.107713779,0.726756933,0.107713779,0.375975866
1256,64.355,200825_064004_0000000137_CAM2_OK.bmp,47.782,200825_064008_0000000138_CAM2_OK.bmp,M,1.067278026,0.736474866,0.067278026,0.35781959,1.069639896,0.738585471,0.069639896,0.353939441
1261,61.252,200825_064024_0000000139_CAM2_OK.bmp,46.625,200825_064028_0000000140_CAM2_OK.bmp,M,1.118272798,0.749288709,0.118272798,0.334599052,1.137724354,0.752787824,0.137724354,0.328395556
1262,61.699,200825_064044_0000000141_CAM2_OK.bmp,46.317,200825_064048_0000000142_CAM2_OK.bmp,M,1.118346594,0.741489289,0.118346594,0.348637147,1.126721635,0.745842792,0.126721635,0.34076512
1263,64.402,200825_064104_0000000143_CAM2_OK.bmp,47.863,200825_064107_0000000144_CAM2_OK.bmp,M,1.049575616,0.7342318,0.049575616,0.361967706,1.043943534,0.736960819,0.043943534,0.356924241
1264,61.892,200825_064134_0000000145_CAM2_OK.bmp,48.842,200825_064137_0000000146_CAM2_OK.bmp,M,1.082175936,0.784508579,0.082175936,0.27468332,1.078384721,0.785078472,0.078384721,0.273758019
1265,65.961,200825_064154_0000000147_CAM2_OK.bmp,46.56,200825_064158_0000000148_CAM2_OK.bmp,M,1.112419572,0.69720882,0.112419572,0.434290518,1.089362049,0.701697252,0.089362049,0.425116028
1266,60.591,200825_064226_0000000149_CAM2_OK.bmp,47.944,200825_064230_0000000150_CAM2_OK.bmp,F,1.06116107,0.781816061,0.06116107,0.279073237,1.076177792,0.785926437,0.076177792,0.272383716
1311,63.857,200825_064811_0000000151_CAM2_OK.bmp,48.134,200825_064820_0000000152_CAM2_OK.bmp,M,1.085644107,0.714608585,0.085644107,0.399367459,1.072786352,0.72435786,0.072786352,0.380533097
1312,63.385,200825_064839_0000000153_CAM2_OK.bmp,48.032,200825_064844_0000000154_CAM2_OK.bmp,M,1.112360566,0.747373148,0.112360566,0.338019706,1.09640351,0.750006464,0.09640351,0.333321843
1313,62.55,200825_064902_0000000155_CAM2_OK.bmp,47.683,200825_064905_0000000156_CAM2_OK.bmp,F,1.09863654,0.751552338,0.09863654,0.330579321,1.113737769,0.752193301,0.113737769,0.329445501
1314,65.959,200825_064922_0000000157_CAM2_OK.bmp,49.853,200825_064935_0000000158_CAM2_OK.bmp,F,1.067740603,0.733663511,0.067740603,0.363022673,1.032596937,0.731593165,0.032596937,0.36687991
1315,64.256,200825_064950_0000000159_CAM2_OK.bmp,47.752,200825_064954_0000000160_CAM2_OK.bmp,F,1.083514376,0.734331425,0.083514376,0.361782931,1.077977333,0.737418273,0.077977333,0.356082479
1316,64.609,200825_065010_0000000161_CAM2_OK.bmp,46.282,200825_065014_0000000162_CAM2_OK.bmp,F,1.12437317,0.711243308,0.12437317,0.405988623,1.097117773,0.719776807,0.097117773,0.389319565
1321,64.796,200825_065031_0000000163_CAM2_OK.bmp,49.8,200825_065035_0000000164_CAM2_OK.bmp,M,1.04703675,0.762145796,0.04703675,0.312084913,1.045651742,0.768463549,0.045651742,0.301297897
1322,60.582,200825_065050_0000000165_CAM2_OK.bmp,48.104,200825_065054_0000000166_CAM2_OK.bmp,non-fertile,1.156378314,0.784864895,0.156378314,0.274104635,1.1360838,0.787374724,0.1360838,0.270043309
1323,62.886,200825_065108_0000000167_CAM2_OK.bmp,48.132,200825_065111_0000000168_CAM2_OK.bmp,M,1.115309379,0.754026373,0.115309379,0.32621356,1.126673403,0.762548926,0.126673403,0.311391264
1324,63.196,200825_065126_0000000169_CAM2_OK.bmp,48.257,200825_065129_0000000170_CAM2_OK.bmp,F,1.111564788,0.753558876,0.111564788,0.327036323,1.107950577,0.754642194,0.107950577,0.325131312
1325,65.395,200825_065144_0000000171_CAM2_OK.bmp,48.912,200825_065148_0000000172_CAM2_OK.bmp,M,1.103461584,0.7375941,0.103461584,0.355759218,1.083938908,0.747262273,0.083938908,0.338218235
1326,67.969,200825_065203_0000000173_CAM2_OK.bmp,50.309,200825_065209_0000000174_CAM2_OK.bmp,M,1.012208025,0.731356879,0.012208025,0.367321521,1.025796552,0.734616666,0.025796552,0.36125417
1331,64.353,200825_065228_0000000175_CAM2_OK.bmp,49.087,200825_065233_0000000176_CAM2_OK.bmp,F,1.081375819,0.749276278,0.081375819,0.334621193,1.081299906,0.754268875,0.081299906,0.325787173
1332,59.601,200825_065248_0000000177_CAM2_OK.bmp,47.055,200825_065257_0000000178_CAM2_OK.bmp,F,1.121381455,0.773735332,0.121381455,0.292431609,1.130280009,0.782081093,0.130280009,0.278639785
1333,65.339,200825_065315_0000000179_CAM2_OK.bmp,49.034,200825_065320_0000000180_CAM2_OK.bmp,M,1.066148689,0.744038648,0.066148689,0.344016206,1.076696229,0.743107072,0.076696229,0.345701095
1334,64.412,200825_065336_0000000181_CAM2_OK.bmp,47.82,200825_065340_0000000182_CAM2_OK.bmp,non-fertile,1.116180523,0.716969301,0.116180523,0.394759858,1.120864862,0.72337901,0.120864862,0.382401185
1335,62.24,200825_065353_0000000183_CAM2_OK.bmp,48.445,200825_065357_0000000184_CAM2_OK.bmp,F,1.090193843,0.775110384,0.090193843,0.290138826,1.090480208,0.775613515,0.090480208,0.289301927
1336,65.484,200825_065413_0000000185_CAM2_OK.bmp,48.642,200825_065417_0000000186_CAM2_OK.bmp,F,1.035157329,0.733750364,0.035157329,0.362861335,1.02295462,0.737622779,0.02295462,0.355706505
1341,65.369,200825_065434_0000000187_CAM2_OK.bmp,50.763,200825_065438_0000000188_CAM2_OK.bmp,F,1.055415466,0.764295808,0.055415466,0.308393935,1.045355426,0.771444588,0.045355426,0.296269384
1342,61.783,200825_065453_0000000189_CAM2_OK.bmp,47.725,200825_065457_0000000190_CAM2_OK.bmp,M,1.082159142,0.767116312,0.082159142,0.303583282,1.080619567,0.771624309,0.080619567,0.295967465
1343,67.619,200825_065518_0000000191_CAM2_OK.bmp,46.75,200825_065525_0000000192_CAM2_OK.bmp,non-fertile,1.174341448,0.677687554,0.174341448,0.475606265,1.17133951,0.684103195,0.17133951,0.461767767
1344,64.634,200825_065542_0000000193_CAM2_OK.bmp,48.985,200825_065547_0000000194_CAM2_OK.bmp,M,1.105408834,0.72737997,0.105408834,0.374797274,1.089413735,0.73083383,0.089413735,0.368300096
1345,66.791,200825_065613_0000000195_CAM2_OK.bmp,49.638,200825_065621_0000000196_CAM2_OK.bmp,F,1.08934643,0.731518122,0.08934643,0.367020133,1.076404464,0.733954286,0.076404464,0.362482676
1346,61.089,200825_065642_0000000197_CAM2_OK.bmp,48.118,200825_065646_0000000198_CAM2_OK.bmp,M,1.06978257,0.781800272,0.06978257,0.279099069,1.078964617,0.783097114,0.078964617,0.276980827
1351,60.777,200825_065702_0000000199_CAM2_OK.bmp,46.866,200825_065705_0000000200_CAM2_OK.bmp,non-fertile,1.113851073,0.764286208,0.113851073,0.30841037,1.091922705,0.76521916,0.091922705,0.306815161
1352,65.283,200825_065720_0000000201_CAM2_OK.bmp,48.431,200825_065724_0000000202_CAM2_OK.bmp,F,1.095604985,0.737819768,0.095604985,0.355344548,1.10228709,0.737742148,0.10228709,0.355487147
1353,66.449,200825_065740_0000000203_CAM2_OK.bmp,48.322,200825_065744_0000000204_CAM2_OK.bmp,M,1.030258477,0.722291692,0.030258477,0.384482213,1.036295109,0.72526737,0.036295109,0.378801862
1354,66.587,200825_065759_0000000205_CAM2_OK.bmp,49.134,200825_065805_0000000206_CAM2_OK.bmp,M,1.060952391,0.729904442,0.060952391,0.370042354,1.035955506,0.733903907,0.035955506,0.362576204
1355,64.3,200825_065820_0000000207_CAM2_OK.bmp,49.132,200825_065826_0000000208_CAM2_OK.bmp,M,1.06030254,0.754297551,0.06030254,0.325736772,1.057186446,0.758894068,0.057186446,0.317706967
1356,59.787,200825_065843_0000000209_CAM2_OK.bmp,46.599,200825_065847_0000000210_CAM2_OK.bmp,M,1.060572164,0.750070432,0.060572164,0.333208132,1.056475689,0.753304093,0.056475689,0.327485154
1361,62.23,200825_065905_0000000211_CAM2_OK.bmp,49.294,200825_065909_0000000212_CAM2_OK.bmp,F,1.089638292,0.783170038,0.089638292,0.276861922,1.048838163,0.78430703,0.048838163,0.275010884
1362,67.002,200825_065926_0000000213_CAM2_OK.bmp,47.798,200825_065930_0000000214_CAM2_OK.bmp,M,1.152837998,0.704766475,0.152837998,0.418909718,1.157579966,0.706741939,0.157579966,0.414943623
1363,64.519,200825_065946_0000000215_CAM2_OK.bmp,47.156,200825_065953_0000000216_CAM2_OK.bmp,M,1.110372417,0.71880813,0.110372417,0.391191834,1.104582829,0.724036395,0.104582829,0.38114604
1364,63.862,200825_070010_0000000217_CAM2_OK.bmp,48.625,200825_070016_0000000218_CAM2_OK.bmp,M,1.067506736,0.757200652,0.067506736,0.320653907,1.074447723,0.75963384,0.074447723,0.316423713
1365,61.109,200825_070040_0000000219_CAM2_OK.bmp,48.314,200825_070045_0000000220_CAM2_OK.bmp,M,1.020549225,0.781441096,0.020549225,0.279686984,1.032463749,0.78414428,0.032463749,0.275275515
1366,62.899,200825_070104_0000000221_CAM2_OK.bmp,51.116,200825_070108_0000000222_CAM2_OK.bmp,F,1.016085142,0.795920603,0.016085142,0.256406728,1.019866653,0.805192441,0.019866653,0.241939131
2111,62.613,200825_070153_0000000223_CAM2_OK.bmp,48.551,200825_070200_0000000224_CAM2_OK.bmp,M,1.133688542,0.765837703,0.133688542,0.305759688,1.134687827,0.768319413,0.134687827,0.301542018
2112,61.41,200825_070221_0000000225_CAM2_OK.bmp,48.859,200825_070226_0000000226_CAM2_OK.bmp,M,1.119782581,0.757829532,0.119782581,0.319557971,1.117497948,0.761714341,0.117497948,0.312828112
2113,63.993,200825_070242_0000000227_CAM2_OK.bmp,48.441,200825_070247_0000000228_CAM2_OK.bmp,M,1.043335459,0.748437553,0.043335459,0.336116815,1.031467549,0.753737656,0.031467549,0.326721562
2114,63.794,200825_070302_0000000229_CAM2_OK.bmp,49.247,200825_070306_0000000230_CAM2_OK.bmp,M,1.076489046,0.763559399,0.076489046,0.309655806,1.072930249,0.766911576,0.072930249,0.30393129
2115,62.435,200825_070326_0000000231_CAM2_OK.bmp,48.12,200825_070331_0000000232_CAM2_OK.bmp,M,1.080145699,0.757181489,0.080145699,0.320687331,1.089560752,0.764111667,0.089560752,0.308709241
2116,66.308,200825_070355_0000000233_CAM2_OK.bmp,49.436,200825_070400_0000000234_CAM2_OK.bmp,M,1.025193399,0.74555592,0.025193399,0.341281013,1.020978369,0.747657067,0.020978369,0.337511601
2121,64.408,200825_070420_0000000235_CAM2_OK.bmp,50.39,200825_070425_0000000236_CAM2_OK.bmp,F,1.06380772,0.767772505,0.06380772,0.302469147,1.021357846,0.778611101,0.021357846,0.284338226
2122,62.516,200825_070442_0000000237_CAM2_OK.bmp,48.537,200825_070447_0000000238_CAM2_OK.bmp,M,1.073738531,0.772487358,0.073738531,0.294519566,1.070376732,0.775040614,0.070376732,0.290254965
2123,63.562,200825_070506_0000000239_CAM2_OK.bmp,48.165,200825_070511_0000000240_CAM2_OK.bmp,M,1.025486545,0.758560882,0.025486545,0.318285748,1.093633927,0.751859662,0.093633927,0.330035446
2124,67.476,200825_070528_0000000241_CAM2_OK.bmp,48.184,200825_070533_0000000242_CAM2_OK.bmp,M,1.089448846,0.698853091,0.089448846,0.4309159,1.108069569,0.702675995,0.108069569,0.423131012
2125,63.977,200825_070553_0000000243_CAM2_OK.bmp,49.297,200825_070557_0000000244_CAM2_OK.bmp,M,1.112883732,0.75827371,0.112883732,0.318785007,1.102539696,0.761341363,0.102539696,0.313471261
2126,59.741,200825_070616_0000000245_CAM2_OK.bmp,47.526,200825_070621_0000000246_CAM2_OK.bmp,M,1.060543743,0.770345437,0.060543743,0.298118937,1.051627456,0.777138723,0.051627456,0.286771551
2131,64.317,200825_070639_0000000247_CAM2_OK.bmp,48.146,200825_070646_0000000248_CAM2_OK.bmp,M,1.118073291,0.739940398,0.118073291,0.351460202,1.127534701,0.740021038,0.127534701,0.351312934
2132,66.66,200825_070709_0000000249_CAM2_OK.bmp,49.431,200825_070714_0000000250_CAM2_OK.bmp,M,1.112990559,0.732434651,0.112990559,0.365309517,1.108321672,0.734490607,0.108321672,0.361487799
2133,61.092,200825_070731_0000000251_CAM2_OK.bmp,48.332,200825_070736_0000000252_CAM2_OK.bmp,M,1.053160258,0.78394309,0.053160258,0.275602799,1.039909993,0.785997836,0.039909993,0.272268134
2134,62.51,200825_070754_0000000253_CAM2_OK.bmp,47.485,200825_070759_0000000254_CAM2_OK.bmp,M,1.076566485,0.782098707,0.076566485,0.278610988,1.09165162,0.786137455,0.09165162,0.272042178
2135,63.236,200825_070818_0000000255_CAM2_OK.bmp,48.849,200825_070823_0000000256_CAM2_OK.bmp,M,1.085831299,0.768329416,0.085831299,0.301525074,1.112712098,0.766331921,0.112712098,0.304917586
2136,64.585,200825_070845_0000000257_CAM2_OK.bmp,48.113,200825_070849_0000000258_CAM2_OK.bmp,M,1.040921647,0.735000607,0.040921647,0.360543094,1.03094041,0.736900901,0.03094041,0.357034573
2141,62.283,200825_070904_0000000259_CAM2_OK.bmp,49.388,200825_070908_0000000260_CAM2_OK.bmp,M,1.139510739,0.784334035,0.139510739,0.274966985,1.124514913,0.78426047,0.124514913,0.275086579
2142,62.955,200825_070926_0000000261_CAM2_OK.bmp,49.037,200825_070930_0000000262_CAM2_OK.bmp,M,1.083352857,0.767234959,0.083352857,0.303381693,1.089696019,0.771147049,0.089696019,0.296769534
2143,61.643,200825_070945_0000000263_CAM2_OK.bmp,46.787,200825_070949_0000000264_CAM2_OK.bmp,M,1.06086165,0.75004408,0.06086165,0.333254974,1.057859797,0.752879479,0.057859797,0.328233839
